sender,timestamp,tokenized_message
MerttEka,2024-04-05 21:37:04+00:00,"['የ', 'የው', 'ኮዳ', 'የያየ', 'ጠ', 'የ', 'ዕ', 'የፃፈ', 'ጠጠያ', 'ያው', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-04-04 20:01:07+00:00,[]
MerttEka,2024-04-04 20:01:07+00:00,"['የክ', 'ድኳ', 'ጉዞ', 'ፈዊ', 'ዊ', 'ጓዦ', 'የፈግ', 'ው', 'የያገ', 'ጣያ', 'የ', 'ጣ', 'ያው', 'እከ', 'ው', 'ይይዛ', 'ያው', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-04-04 20:01:07+00:00,[]
MerttEka,2024-04-04 14:02:02+00:00,[]
MerttEka,2024-04-04 14:02:02+00:00,[]
MerttEka,2024-04-04 14:02:02+00:00,"['የፅፈ', 'ጫ', 'ዎ', 'የያፈግ', 'እኪ', 'ከ', 'ጫ', 'ጲወዘ', 'እዳይክ', 'የዳ', 'ከጠካ', 'ኪ', 'ይካ', 'የ', 'አዱ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-04-04 08:36:07+00:00,[]
MerttEka,2024-04-04 08:36:07+00:00,[]
MerttEka,2024-04-04 08:36:06+00:00,"['የጁ', 'ጪያ', 'ጉ', 'ያው', 'የይዝ', 'ወ', 'ጭ', 'ጆግ', 'ከይካ', 'የ', 'አ', 'የጉዞ', 'ጠጫ', 'ጆ', 'አ', 'ጁ', 'ዘጋጀ', 'የ', 'አ', 'ኩያ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-04-03 14:33:57+00:00,"['የያፈ', 'ጆጉ', 'ይ', 'ፅዳ', 'ከአየ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-04-01 16:36:54+00:00,"['ካውያ', 'ይ', 'የጠ', 'የያጥ', 'እ', 'የ', 'የጨ', 'አይ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-04-01 09:07:57+00:00,"['ኮ', 'ይ', 'የጠ', 'የያጥ', 'እ', 'የ', 'የጨ', 'አይ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-04-01 06:20:20+00:00,"['ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-04-01 06:19:49+00:00,"['የፀጉ', 'ድያ', 'ጣ', 'ው', 'ጠጥ', 'የ', 'ጣ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-31 15:51:51+00:00,"['የው', 'ጣያ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-30 19:54:01+00:00,"['የ', 'ያ', 'የ', 'የጠ', 'ወ', 'ያው', 'ወይ', 'የያፈ', 'ይ', 'የጠ', 'ፈጣ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-30 17:24:11+00:00,"['እጅግ', 'ጣ', 'ወ', 'እዎ', 'ካ', 'የያ', 'ዙ', 'አ', 'የጠ', 'ወዳጅ', 'ዘድዎ', 'ጦ', 'ጡ', 'የያግ', 'እ', 'የይዙ', 'ድ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-30 08:35:13+00:00,[]
MerttEka,2024-03-30 08:35:13+00:00,[]
MerttEka,2024-03-30 08:35:13+00:00,"['የ', 'ው', 'የ', 'የያፈ', 'ይ', 'የጠ', 'አ', 'ይ', 'ጥያ', 'ወ', 'ያው', 'ጆጉ', 'ይ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ይ', 'ጫ', 'ይኩ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-30 07:05:34+00:00,"['ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-30 07:05:11+00:00,[]
MerttEka,2024-03-30 07:05:11+00:00,"['አ', 'የ', 'እ', 'የጫ', 'ጠያ', 'ጂ', 'ጆ', 'ዩ', 'ጫ', 'ወዘ', 'እከ', 'የዝ', 'አድ', 'ጊዜ', 'ጠ', 'የ', 'ጨ', 'ጫ', 'ጠያ', 'ያው', 'የ', 'ጭያ', 'ያው', 'ከ', 'ው', 'ጥ', 'ውድ', 'የ', 'አ', 'የኤክክ', 'ጆ', 'ይ', 'ጣ', 'ከ', 'ጠ', 'ጥ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-29 19:09:52+00:00,[]
MerttEka,2024-03-29 19:09:52+00:00,[]
MerttEka,2024-03-29 19:09:52+00:00,"['የዛ', 'ጋገያ', 'ከጫው', 'ጋ', 'አድ', 'ጊዜ', 'እከ', 'ዛ', 'ይጋግ', 'የይዝ', 'ዳዳ', 'ዘጋጀ', 'ኩ', 'እዲ', 'ያ', 'ጫው', 'ከ', 'ከይዝግ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-29 06:41:08+00:00,[]
MerttEka,2024-03-29 06:41:08+00:00,[]
MerttEka,2024-03-29 06:41:07+00:00,"['የጀ', 'ጅ', 'ድጊያከኪያ', 'ጀው', 'ከክ', 'ገ', 'አዱ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-28 20:53:24+00:00,"['ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-28 20:43:16+00:00,[]
MerttEka,2024-03-28 20:43:16+00:00,[]
MerttEka,2024-03-28 20:43:15+00:00,"['የእ', 'ያ', 'የእ', 'ከጥ', 'የገግ', 'ከእ', 'ጋ', 'አክ', 'ው', 'ከፈገ', 'ይ', 'ይዳዎ', 'ጤ', 'የ', 'ከ', 'ከ', 'ከ', 'የ', 'እ', 'ያዎ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-28 08:20:23+00:00,"['ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-28 08:19:27+00:00,"['ጅ', 'የ', 'ጣ', 'ኮ', 'የኪ', 'ወ', 'ወዘ', 'ገ', 'ያፀዱ', 'ከ', 'አ', 'የ', 'ጉ', 'አው', 'ያየያ', 'አው', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-28 07:20:59+00:00,"['ኦጅ', 'የክ', 'ድጃ', 'ጫ', 'ኬ', 'ያዢያ', 'እጄ', 'ያው', 'ጥ', 'ድጃ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-28 07:20:59+00:00,[]
MerttEka,2024-03-28 07:20:59+00:00,[]
MerttEka,2024-03-27 19:23:46+00:00,"['የያገ', 'ዲጂ', 'እ', 'የገጠ', 'ው', 'ድ', 'የ', 'ጥ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-27 19:23:46+00:00,[]
MerttEka,2024-03-27 19:23:46+00:00,[]
MerttEka,2024-03-27 14:33:11+00:00,"['የ', 'ያ', 'ከክ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-27 10:15:08+00:00,[]
MerttEka,2024-03-27 10:15:08+00:00,"['የዕ', 'ድያ', 'የይዝግ', 'አገጣጠ', 'የጠ', 'የወጥ', 'ዝግ', 'ጎዶጓዳ', 'ጭ', 'እ', 'ኪያዎ', 'የጠጫ', 'ጭዎ', 'ያደ', 'እ', 'ዝ', 'አው', 'ጭ', 'እ', 'ጥ', 'አጭ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-27 05:40:47+00:00,"['ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-27 05:38:15+00:00,"['የጆ', 'ገያ', 'የጡጦ', 'ኪያ', 'ኪያ', 'ይዞ', 'ፃ', 'ከእ', 'ጡ', 'ወ', 'ውጭ', 'ጨ', 'ግ', 'ድ', 'አፈጊ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-26 16:42:48+00:00,"['የእጀ', 'ያ', 'ከጠካ', 'ይካ', 'የ', 'ኪ', 'ው', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-25 19:09:03+00:00,"['ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-25 19:07:56+00:00,"['የፀጉ', 'የፂ', 'ጪያ', 'ዶ', 'ጅ', 'የ', 'ዓ', 'ጅ', 'ደጎ', 'ዓ', 'ይጠ', 'ዋወጫ', 'ጥ', 'ያው', 'የው', 'የው', 'ክ', 'የ', 'ፀጉ', 'ጭጭ', 'አድጎ', 'ይጣ', 'ፅ', 'ያወጣ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-25 19:02:15+00:00,"['የፀጉ', 'ኮ', 'ይ', 'ከክ', 'ፀጉ', 'አያጥ', 'ያ', 'ው', 'አያያዝ', 'ጥ', 'ያ', 'ከዶ', 'ውጥ', 'የግ', 'እ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-25 06:55:45+00:00,"['የክ', 'ከጢ', 'ፈዊ', 'ጓዦ', 'ዳዕዋ', 'ዎ', 'ዎ', 'ጎዎ', 'የፈግ', 'ው', 'የያገ', 'ውጡ', 'ያው', 'ጅ', 'ያው', 'የዝ', 'የ', 'ያዢያ', 'ጣ', 'ያው', 'ከዎ', 'ጥ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-25 06:54:48+00:00,"['የክ', 'ከጢ', 'ፈዊ', 'ጓዦ', 'ዳዕዋ', 'ዎ', 'ዎ', 'ጎዎ', 'የፈግ', 'ው', 'የያገ', 'ውጡ', 'ያው', 'ጥጥ', 'የዝ', 'የ', 'ያዢያ', 'ጣ', 'ያው', 'ከዎ', 'ጥ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-24 18:33:54+00:00,[]
MerttEka,2024-03-24 18:33:54+00:00,[]
MerttEka,2024-03-24 18:33:54+00:00,"['የ', 'ጫ', 'የይዝግ', 'ከ', 'የ', 'ጣ', 'ጠካ', 'ጅ', 'ጊዜ', 'የገገ', 'የጠጴዛዎ', 'ጌጥ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-23 07:36:41+00:00,"['የዱ', 'የጥጥ', 'ጫ', 'ዕ', 'ያየ', 'ጠ', 'እ', 'ጠ', 'አው', 'ከ', 'ፃ', 'የ', 'አይ', 'የ', 'አጭ', 'የ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-23 01:22:31+00:00,"['ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-23 01:21:13+00:00,[]
MerttEka,2024-03-23 01:21:13+00:00,[]
MerttEka,2024-03-23 01:21:13+00:00,"['የጣ', 'ጋገያ', 'አ', 'ኬክ', 'ፈጢ', 'ጨጨ', 'እ', 'ዋ', 'ዝግጅ', 'የፈግ', 'ይጠ', 'ዲያ', 'የጣድ', 'የይዝ', 'ጣድ', 'የይ', 'ጣጠያ', 'ያው', 'ጡ', 'ይ', 'ከ', 'ወዲያው', 'የ', 'ጣ', 'ክ', 'ያዝ', 'አይ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-22 13:13:09+00:00,"['የይዝ', 'ኦ', 'ከክ', 'ገ', 'የጣ', 'አድ', 'ክ', 'አድ', 'አ', 'ዕዘ', 'ይ', 'ያው', 'ጥ', 'እያዳዳው', 'ይ', 'የጠ', 'የክ', 'ያው', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-22 09:50:50+00:00,"['የገያ', 'ዝግ', 'ያ', 'ኳ', 'ክ', 'ጫጫ', 'ፈፅ', 'አይ', 'ከይ', 'የ', 'የይ', 'አዱ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-21 19:21:12+00:00,"['ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-03-21 18:56:19+00:00,[]
MerttEka,2024-03-21 18:56:19+00:00,[]
MerttEka,2024-03-21 18:56:19+00:00,"['የጃ', 'ው', 'ው', 'ዓይ', 'የው', 'ጀካ', 'የ', 'ው', 'የዝ', 'ጅ', 'የያዝ', 'አ', 'ያው', 'ጠጫ', 'ጭ', 'ይ', 'ጥ', 'ይ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-03-21 15:50:09+00:00,[]
MerttEka,2024-03-21 15:50:09+00:00,[]
MerttEka,2024-03-21 15:50:08+00:00,"['የ', 'የይ', 'ያ', 'የፈግ', 'የያፈ', 'የ', 'ጠጪያ', 'ኩያዎ', 'አ', 'ከይዝግ', 'የ', 'ይ', 'የጠ', 'የገጠ', 'ወዳጅዎ', 'ድግ', 'ይ', 'ከ', 'ከው', 'አዲ', 'አ', 'ውጥ', 'ካ', 'እካ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ካ', 'ው', 'ዘዝ', 'ጫዎ', 'አድገው', 'ዚ', 'ይኩ', 'ይ', 'ጭው', 'ያድጉ', 'ይ']"
